person_id,movie_id
29112,0
32789,5
29125,7
15558,8
32888,11
33021,12
17185,15
29386,17
32831,18
29278,19
15050,20
13625,21
32809,22
22667,24
29243,25
18204,26
29534,27
32794,28
32754,28
18361,28
29758,28
21296,29
32768,30
29378,31
29568,32
28725,34
33028,35
29345,36
33298,38
29802,39
29808,40
29965,41
29394,41
29183,42
33611,43
12829,44
33191,45
33729,46
15482,47
33187,48
33058,50
28934,52
33641,53
29816,54
33045,55
29544,55
32781,57
25622,58
29055,59
29425,60
29440,61
32830,62
29810,62
32814,64
29556,65
12708,66
29647,67
29726,68
28916,69
13480,70
32922,71
33875,72
13931,73
28430,74
29092,75
29874,76
33379,77
33514,78
29911,79
17918,80
29761,81
32754,82
33082,83
29779,84
30813,85
29852,86
33041,87
29801,88
14421,89
32967,90
29723,91
33025,92
29716,93
33230,94
29783,95
33732,96
28731,97
29071,98
32890,99
28746,100
32858,101
28638,102
20395,103
29141,104
16406,105
17593,106
25622,107
18433,108
32847,109
29859,110
32921,111
32783,112
14349,113
12134,114
29473,115
33850,116
13919,117
18204,118
32968,119
29162,120
33811,121
33759,122
33318,123
18922,124
33096,125
33611,126
18940,127
31491,128
29244,129
33283,130
33173,131
32959,132
33621,133
28589,134
28612,135
32877,136
29790,137
29401,138
19328,139
19084,140
29721,141
32759,142
29725,143
29041,144
29374,145
13094,146
29315,147
13882,148
29074,149
28035,150
28532,151
32769,152
32770,152
29730,152
16513,153
29741,154
15594,155
32798,156
33065,157
29615,158
32754,159
33060,160
32842,163
32977,164
29756,165
28815,166
32777,167
29502,168
33331,169
33874,170
29777,171
29778,172
33142,173
29463,174
29181,175
29094,176
29672,177
21640,178
29796,179
29660,180
29661,181
33049,182
29143,183
29805,184
29814,185
33525,186
29208,187
29013,188
32875,189
32770,190
32769,190
33010,191
28996,192
18206,193
28460,194
29823,195
32969,196
32999,197
29824,198
29064,199
13054,200
33824,201
12953,202
33031,203
29834,204
29345,205
18178,206
29671,207
17040,208
32925,209
32854,210
32884,211
14870,212
33094,213
33143,214
21640,215
29751,216
28930,217
28746,218
29750,219
13535,220
28945,221
29908,222
29534,223
26140,224
23002,225
33071,226
28869,227
15587,228
29059,229
29764,230
32776,231
29757,232
32900,233
33733,234
18419,235
33812,236
15079,237
18856,238
33323,239
29452,240
29630,241
33622,242
29771,242
29060,243
32745,244
32902,245
29641,246
28791,247
29467,248
32748,249
29162,250
23580,251
29017,252
29785,253
32974,254
29624,255
12953,256
29085,257
32921,258
32806,259
32794,260
29222,261
29787,262
32835,263
16406,264
33524,265
32870,266
12649,267
32816,268
29795,269
28965,270
29280,271
32894,272
27138,273
33501,274
29511,275
33152,276
22667,277
28445,278
32913,279
29812,280
28870,281
29227,282
29253,283
29815,284
18361,285
29672,286
12417,287
29809,288
22422,289
28932,290
33137,291
22670,292
32862,293
32862,294
32862,295
33238,296
14420,297
32898,298
28851,299
29566,300
29490,301
29681,302
32955,303
33113,304
33144,305
29572,305
33128,306
29527,306
29821,307
29692,308
29691,308
29799,309
29183,310
33008,311
17332,312
33373,313
17456,314
33032,315
28710,316
33037,317
32923,318
29325,319
29831,320
33010,321
32776,322
29439,323
29401,324
29620,325
29659,326
14549,327
29595,328
33365,329
29502,330
13535,331
12708,332
29279,333
29074,334
32821,335
15594,336
33181,337
32773,338
29424,339
28860,340
29041,341
29388,342
32888,343
28911,344
29497,345
29540,346
30309,347
29648,347
33146,348
28638,349
32757,350
28725,351
28750,352
33037,353
13094,354
18850,355
32783,356
32749,357
29680,358
32919,359
29687,360
29372,361
32831,362
28904,363
29437,364
19328,365
28869,366
29722,367
16127,368
33381,369
29731,369
29732,369
33691,370
28471,371
29407,372
29564,373
29690,374
33450,375
13314,375
29631,376
28710,377
22671,378
29594,379
29378,380
18204,381
33130,382
12982,383
28746,384
32885,385
29351,386
32998,387
32890,388
25001,389
33222,390
27138,391
32774,392
28612,393
33015,394
13882,395
33359,396
13100,397
29604,398
28659,399
32863,400
32804,401
29243,402
33246,403
33420,404
28629,405
29613,406
13882,407
28791,408
17040,409
29523,410
12329,411
29055,412
12379,413
31472,414
32749,415
32819,416
17456,417
29413,418
29282,419
33109,420
29378,421
17185,422
29040,423
29627,424
33096,425
32811,426
28996,427
29125,428
29628,429
28330,430
29141,431
22667,432
28813,433
29786,434
32845,435
32979,436
33286,437
32869,438
32846,439
29435,440
28870,441
29299,442
29637,443
32967,444
32774,445
23472,446
29536,447
29645,448
29325,449
33009,450
32842,451
33350,452
15354,453
33446,453
29040,453
16739,454
12649,455
32847,456
13919,457
12708,458
33045,459
29544,459
29879,460
33744,461
18193,462
16406,463
29345,464
33098,465
29143,466
32828,467
32759,468
29278,469
15050,470
19618,471
12134,472
33012,473
31470,474
29388,475
32877,476
29679,477
29674,478
20395,479
32902,480
23781,481
28773,482
28712,483
29117,484
13625,485
28642,486
32817,487
33734,488
29104,489
17250,490
23472,491
28629,492
29563,493
32999,494
14022,495
29102,496
12011,497
22670,498
29685,499
33127,500
29060,501
32870,502
29279,503
28731,504
32961,505
29297,506
32767,507
29224,508
29225,508
17332,509
29698,510
33209,511
32849,512
29550,513
29092,514
29065,515
29423,516
33065,517
28519,518
29582,518
32789,519
29668,519
29555,520
29644,521
29832,522
29107,523
12518,524
29455,525
28937,526
31053,527
29650,528
29816,529
28708,530
33283,531
32890,532
33426,533
33659,534
33047,535
33048,535
17593,536
16557,537
29143,538
28815,539
29100,540
29097,540
28904,541
15076,542
33071,543
33012,544
33606,545
28109,545
28108,545
29385,546
29384,546
32889,547
32800,547
28138,547
28133,547
23002,548
28579,549
29653,550
32843,551
32781,552
32879,553
32869,554
29893,555
28896,556
33846,557
29892,557
29922,558
28512,559
29652,560
28655,561
32762,562
28937,563
33613,564
14206,565
29539,566
16680,567
29784,568
29929,569
33056,570
29840,571
29839,571
32974,572
29749,573
33145,574
32808,575
33392,576
15594,577
32912,578
29085,579
28659,580
29920,581
29943,582
28856,583
32961,584
28206,585
29550,586
29024,587
29799,588
18831,589
32861,590
29727,591
28314,592
28314,593
19014,594
29295,595
28324,596
29404,597
33137,598
29152,599
28876,600
32763,601
29612,602
29040,603
29704,604
12649,605
29937,606
33233,607
29827,608
29736,609
29880,610
29263,611
32993,612
12109,613
29862,614
15708,615
33399,616
32913,617
33130,618
29246,619
29865,620
33629,621
33013,622
29336,623
29581,624
14420,625
33754,626
33752,626
33755,626
33753,626
33218,626
33756,626
30099,626
29807,627
29806,627
29769,628
32849,629
18940,630
32813,631
28430,632
29210,633
29721,634
29619,635
29687,636
33084,637
29357,638
32791,639
26551,639
29939,640
33218,641
28236,642
25001,643
29843,644
21837,645
33109,646
29763,647
32939,648
29605,649
31491,650
29656,651
32960,652
29040,653
28911,654
32995,655
16939,656
29898,657
29766,658
33786,659
28324,660
32923,660
12856,660
33113,661
29961,662
29490,663
33146,664
33065,665
29384,666
29385,666
18850,667
29908,668
29907,668
32757,669
33762,670
33761,670
29595,671
29524,672
28856,673
18856,674
28851,675
29890,676
29439,677
29955,678
19084,679
29074,680
29841,681
29549,682
13081,683
12982,684
29361,685
28592,686
29954,687
28035,688
33139,689
29643,689
33246,690
29903,691
29021,692
33558,693
13094,694
15043,695
29926,696
29885,697
33096,698
14801,699
29877,700
32832,701
29133,702
28368,703
29945,704
33576,705
33737,706
29374,707
29938,708
28710,709
29748,710
29845,711
32773,712
28352,713
16939,714
32968,715
33156,716
18193,716
29685,717
29860,718
29861,718
32982,719
22670,720
32759,721
31489,722
29665,723
32968,724
32831,725
29902,726
28402,726
33057,727
33061,728
28445,729
17332,730
29782,731
32764,732
32911,733
29109,734
14086,735
29539,736
33090,737
32431,738
10666,739
28247,739
28171,740
28247,741
28361,742
28011,743
28011,744
33277,745
32431,746
28072,747
28011,748
28166,749
28166,750
28247,751
28080,752
13237,753
32431,754
28166,755
28087,756
33303,757
28171,758
28131,759
28050,759
28050,760
12649,761
28166,762
10638,763
21837,764
28224,765
32431,766
28011,767
28011,768
28011,769
28011,770
28057,771
28011,772
28171,773
28171,774
28053,775
28166,776
28171,777
28171,778
28113,779
28080,779
28062,780
11178,781
28224,782
33277,783
28072,784
28053,785
28091,786
28093,787
24614,788
28078,789
28051,790
32876,791
33277,792
33277,793
28051,794
28093,795
11527,796
28092,797
33364,798
28129,799
28220,800
28218,801
28011,802
28020,803
28544,804
13237,805
13237,806
33368,807
18800,807
33368,808
18800,808
33277,809
28047,810
29186,811
33641,812
33328,813
29927,814
32952,815
29974,816
32794,817
29484,818
32745,819
28953,820
17734,821
16701,821
32811,822
33717,823
29761,824
28988,825
27138,826
33868,827
32855,828
29024,829
28497,830
33645,831
33240,832
32886,833
32886,834
32886,835
28381,836
28381,837
29532,838
28233,839
28385,840
32886,841
32975,842
29439,843
33492,844
32801,845
32800,845
28203,845
32762,846
28203,847
28133,847
32762,848
32800,849
28249,849
33031,850
32886,851
32889,852
32962,853
32886,854
32801,855
32800,855
28203,855
32898,856
32897,856
32896,856
32994,857
32829,858
32842,859
32776,860
33729,861
32828,862
14838,863
28729,864
32902,865
29847,866
29243,867
32774,868
13024,869
17787,870
29342,871
15594,872
29065,873
29736,874
12708,875
29487,876
29944,877
28930,878
33297,879
33000,880
28072,881
28093,882
28189,883
28189,884
33502,885
32929,886
12708,887
12708,888
12828,889
28274,889
16377,890
28361,891
28629,892
28361,893
32933,894
33026,895
28011,896
29789,897
29172,898
18361,899
22667,900
28665,901
32875,902
22667,903
32745,904
29024,905
32957,906
23472,907
28114,908
33065,909
33065,910
28243,911
24614,912
33517,913
29919,914
29918,914
33664,915
32749,916
13882,917
28524,918
33120,919
29924,919
29925,919
13148,920
28361,921
29398,922
28904,923
28710,924
28710,925
28800,926
29107,927
29107,928
29696,929
32865,930
16377,931
12829,931
29895,932
29896,932
29935,933
29936,933
32833,934
33218,935
33720,936
29241,937
28154,938
33224,939
33224,940
28784,941
28642,942
29658,943
29152,944
29858,945
23002,946
33612,947
29329,948
29328,948
28721,948
29327,948
15482,949
29244,950
32881,951
16466,952
29965,953
29394,953
32862,954
29041,955
21837,956
32858,957
29402,958
30054,959
33098,960
29414,961
29299,962
29325,963
28851,964
29487,965
28764,966
28937,967
32778,968
29413,968
29356,969
28524,970
13838,971
27376,971
28759,972
15050,973
23472,974
12829,975
28904,976
28461,977
13399,978
28330,979
28194,980
21837,981
28425,982
16939,983
28461,984
28882,985
31490,986
28229,987
18204,988
28731,989
28932,990
29227,991
28244,992
29141,993
28011,994
25001,995
16939,996
21837,997
33218,998
16406,999
28524,1000
33062,1001
28461,1002
18204,1003
12708,1004
28773,1005
33186,1006
28870,1007
33014,1008
28588,1009
29374,1010
28285,1011
32998,1012
28904,1013
18856,1014
29085,1015
29367,1016
12708,1017
32869,1018
32819,1019
19328,1020
10638,1021
29227,1022
28194,1023
12856,1024
13535,1025
32829,1026
13237,1027
18856,1028
28057,1029
29035,1030
21837,1031
15050,1032
12035,1033
28932,1034
33026,1035
33068,1036
28880,1037
14420,1038
12134,1039
28402,1040
29359,1041
33277,1042
28860,1043
29401,1044
32990,1045
33013,1046
33241,1047
29217,1047
29102,1048
28518,1049
29336,1050
13625,1051
33013,1052
29183,1053
27985,1054
33818,1055
32800,1055
32889,1055
33820,1055
33819,1055
33606,1055
32801,1055
33242,1055
28138,1055
28133,1055
28134,1055
28135,1055
28136,1055
33044,1056
28051,1057
33130,1058
28774,1059
28087,1060
15050,1061
33018,1062
29125,1063
23472,1064
28588,1065
12011,1066
28773,1067
32902,1068
32969,1069
28712,1070
29013,1071
33010,1072
28176,1073
29283,1074
13237,1075
33014,1076
31490,1077
31490,1078
15050,1079
33370,1080
33597,1081
29881,1082
29899,1083
29440,1084
25001,1085
29004,1086
32975,1087
33763,1088
33597,1089
28921,1090
28518,1091
33699,1092
33522,1093
33494,1094
32829,1095
28430,1096
28011,1097
28346,1098
28345,1098
33269,1099
33612,1100
32829,1101
16939,1102
32872,1103
33168,1104
29452,1105
18204,1106
32892,1107
28659,1108
33200,1109
28638,1110
27991,1111
12967,1112
29119,1112
29123,1112
29121,1112
29120,1112
28725,1113
32928,1114
16527,1115
12558,1116
29399,1117
30042,1118
18134,1119
32782,1120
16994,1121
29424,1122
29446,1123
29447,1123
23781,1124
29298,1125
32835,1126
29092,1127
33678,1128
29243,1129
32829,1130
33263,1131
13371,1132
33263,1133
13985,1134
13985,1135
33071,1136
32759,1137
29064,1138
32763,1139
28936,1140
32777,1141
29941,1142
33096,1143
23472,1144
28774,1145
33340,1146
33037,1147
33071,1148
29869,1149
29314,1150
32869,1151
28930,1152
29283,1153
14934,1154
12011,1155
29916,1156
15050,1157
28330,1158
18744,1159
29851,1159
29624,1160
28638,1161
33021,1162
32870,1163
29878,1164
16406,1165
29958,1166
13956,1167
29539,1168
28712,1169
31470,1170
28592,1171
29917,1172
32777,1173
29891,1174
33099,1175
29060,1175
33391,1176
29712,1177
32968,1178
33772,1179
14349,1180
32818,1181
29654,1182
29520,1183
28996,1184
29499,1185
32912,1186
15079,1187
33128,1188
29527,1188
29796,1189
29910,1190
21078,1191
15935,1192
33106,1193
29071,1194
17040,1195
29894,1196
33349,1197
33058,1198
33200,1199
12134,1200
30062,1201
30078,1202
12379,1203
28718,1204
29388,1205
29041,1206
29594,1207
33109,1208
32925,1209
29681,1210
29253,1211
16557,1212
29279,1213
32979,1214
32858,1215
16739,1216
19681,1217
29595,1218
28965,1219
32957,1220
29982,1221
15819,1222
29914,1223
33797,1224
30073,1224
29438,1225
33143,1226
29566,1227
29352,1228
29906,1229
29909,1230
29963,1231
29770,1232
32813,1233
33600,1234
30052,1235
32804,1236
33879,1237
33197,1238
29978,1239
16053,1240
33089,1241
28791,1242
29227,1243
32977,1244
14487,1245
17456,1246
30028,1247
33001,1248
30075,1249
14227,1250
33225,1251
33124,1252
23472,1253
29928,1254
29325,1255
29817,1256
32808,1257
32753,1258
32881,1259
29753,1260
29687,1261
29074,1262
29993,1263
32863,1264
29100,1265
29097,1265
29659,1266
16259,1267
29866,1268
29152,1269
29141,1270
29887,1271
29378,1272
32969,1273
33492,1274
28629,1275
28860,1276
28731,1277
16941,1278
32843,1279
32995,1280
25622,1281
30061,1282
13096,1283
29222,1284
32823,1285
30001,1286
32828,1287
28725,1288
29162,1289
33092,1290
19903,1291
15929,1292
30023,1293
29455,1294
32839,1295
29523,1296
30022,1297
28870,1298
33031,1299
32842,1300
29055,1301
33617,1302
30064,1303
13931,1304
32913,1305
30046,1306
32919,1307
32916,1308
33025,1309
30060,1310
30086,1311
29425,1312
29440,1313
29999,1314
22667,1315
33399,1316
33041,1317
33632,1318
33734,1319
29534,1320
30063,1321
21640,1322
30013,1323
30002,1324
29901,1325
33324,1326
33648,1327
28945,1328
29575,1329
33138,1330
32799,1331
28764,1332
33013,1333
30003,1334
29156,1335
32911,1336
33500,1337
33113,1338
17038,1339
32887,1340
28791,1341
29674,1342
28470,1343
29345,1344
19618,1345
29736,1346
33226,1347
30024,1347
16939,1348
29976,1349
32819,1350
32875,1351
32769,1352
30058,1353
30035,1354
32819,1355
29502,1356
29716,1357
29401,1358
29315,1359
33053,1360
28952,1360
29568,1361
29965,1362
33577,1363
23472,1364
12807,1365
29970,1366
32745,1367
12708,1368
32816,1369
29796,1370
29055,1371
32927,1372
12134,1373
30036,1374
30044,1375
28638,1376
26140,1377
28904,1378
29255,1379
15076,1380
12417,1381
17017,1382
18361,1383
18204,1384
32968,1385
32869,1386
28750,1387
30029,1388
29785,1389
33195,1390
29962,1390
30110,1391
32890,1392
28930,1393
33181,1394
33575,1395
30081,1395
33005,1396
32925,1397
29929,1398
33513,1399
33517,1400
31491,1401
33056,1402
30062,1403
29497,1404
33672,1405
30051,1406
30041,1407
